Ticari İsim,Etken Madde,Formulasyon,Kategori ID
SENIOR 20 SC (İMAL),200 g/l Cyflumetofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
GUCHVER (İMAL),400 g/l Fluopyram,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
HERBSTONE (İMAL),400 g/l Flufenacet + 100 g/l Diflufenican,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BANTU 40 EC (İMAL),40 g/l Quizalofop-p-tefuryl,EC (Emülsiye Olabilen Konsantre),6
EFDAL IMPIANTO 500 SC (İMAL),500 g/l Fluazinam,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
NUTRA MAN (İMAL),200 g/l Fluopyram + 200 g/l Tebuconazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
LENA FEKS (İMAL),10 g/l Forchlorfenuron,SL (Suda Çözünen Konsantre),6
FER PRO (İMAL),720 g/l Ethephon + 45 g/l Cyclanilide,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
KANOLİT 50 WG (İTHAL),%50 Boscalid,WG (Suda Dağılabilen Granül),6
CONDITOR 500 SC (İMAL),500 g/l Fluazinam,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SETTORE (İMAL),300 g/l Ametoctradin + 225 g/l Dimethomorph,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
VEFMES 200 EC (İMAL),200 g/l Esfenvalerate,EC (Emülsiye Olabilen Konsantre),6
KORVELA SC (İMAL),156 g/l Acequinocyl,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
STALKER (İMAL),"312,5 g/l S-Metolachlor + 187,5 g/l Terbuthylazine",SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ROY OPTİ (İMAL),500 g/l Fluazinam,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
"STARTER 116,2 EC (İTHAL)","116,2 g/l Clethodim",EC (Emülsiye Olabilen Konsantre),6
OLMEC (İTHAL),"116,2 g/l Clethodim",EC (Emülsiye Olabilen Konsantre),6
ALMANAK 35 WG (İMAL),%35 Chlorantraniliprole,WG (Suda Dağılabilen Granül),6
LARRY 800 EC (İMAL),800 g/l Mineral Yağ,EC (Emülsiye Olabilen Konsantre),6
CROPTRANİL 200 SC (İMAL),200 g/l Chlorantraniliprole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
DHERMAN 18 EW (İMAL),18 g/l Abamectin,"EW (Emülsiyon, Suda Yağ)",6
ARPEJ 20 SC (İMAL),20 g/l Abamectin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CROPTRANİL 35 WG (İMAL),%35 Chlorantraniliprole,WG (Suda Dağılabilen Granül),6
NİNEFOX (İMAL),"480 g/l Bentazone + 22,4 g/l Imazamox",SL (Suda Çözünen Konsantre),6
AVAZ (İMAL),"18,8 g/l 6-Benzyladenine + 18,5 g/l Gibberellin A4/A7",SL (Suda Çözünen Konsantre),6
AGROZATE 900 EC (İMAL),900 g/l Fosthiazate,EC (Emülsiye Olabilen Konsantre),6
GEMELOS 15 EC (İMAL),150 g/l Fosthiazate,EC (Emülsiye Olabilen Konsantre),6
MAKAZE 5 SG (İMAL),%5 Emamectin benzoate,SG (Suda Çözünen Granül),6
AGROFARM AMPERRA (İMAL),180 g/l Abamectin,DC (Disperse Olabilen Konsantre),6
ONZYD (İMAL),%65 Dodine,WG (Suda Dağılabilen Granül),6
BACKPAY (İMAL),250 g/l Bupirimate,EC (Emülsiye Olabilen Konsantre),6
PLAIN 200 SC (İTHAL),200 g/l Chlorantraniliprole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SCOTCH (İMAL),100 g/l Alpha-cypermethrin,EC (Emülsiye Olabilen Konsantre),6
FEIRA 500 SC (İMAL),350 g/l Metamitron + 150 g/l Ethofumesate,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
NIMFER 50 CS (İMAL),50 g/l Lambda-cyhalothrin,CS (Kapsül Süspansiyon),6
ROYŞAD (İMAL),125 g/l Azoxystrobin + 125 g/l Difenoconazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
LUFGARD (İMAL),50 g/l Lufenuron,EC (Emülsiye Olabilen Konsantre),6
REBORAN SC (İMAL),300 g/l Fluxapyroxad,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
"MİNECTO 163,5 SC (İTHAL)","135 g/l Cyantraniliprole+ 28,5 g/l Abamectin",SC (Akıcı Konsantre/Süspansiyon Konsantre),6
EFDAL RUBYKİM (İMAL),"26,5 g/l Pyraflufen ethyl",EC (Emülsiye Olabilen Konsantre),6
OTORITER OD 80 (İMAL),50 g/l Foramsulfuron + 30 g/l Thiencarbazone-methyl,OD (Yağda Dağılabilen),6
TARACLİA (İTHAL),%20 Flubendiamide,WG (Suda Dağılabilen Granül),6
NUBAR 250 SC (İMAL),250 g/l Flutriafol,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
HAYWARD 10 EC (İMAL),10 g/l Forchlorfenuron,EC (Emülsiye Olabilen Konsantre),6
CROPİNN (İTHAL),250 g/l Cypermethrin,EC (Emülsiye Olabilen Konsantre),6
TAMİPOTA (İTHAL),690 g/l Metam Potassium,SL (Suda Çözünen Konsantre),6
ASSOMMER (İMAL),700 g/l Mineral Yağ,"EW (Emülsiyon, Suda Yağ)",6
FUERTE (İMAL),150 g/l Fluazifop-p-butyl,EC (Emülsiye Olabilen Konsantre),6
SAFA ENSURE (İMAL),100 g/l Isopyrazam + 40 g/l Difenoconazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
GRANULAM (İTHAL),%24 Lambda-cyhalothrin,WG (Suda Dağılabilen Granül),6
PLOCAFIR (İMAL),700 g/l Mineral Yağ,"EW (Emülsiyon, Suda Yağ)",6
BEASTONE (İMAL),175 g/l Prothioconazole + 88 g/l Trifloxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SPİCUT (İTHAL),100 g/l Spirotetramat,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
FİLEFCON (İMAL),500 g/l Fluazinam,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CHIOZA 80 WG (İTHAL),%80 Fosetyl-Al,WG (Suda Dağılabilen Granül),6
QUENZA WG (İMAL),%50 Flonicamid,WG (Suda Dağılabilen Granül),6
LOGGY (İMAL),375 g/l Pyrimethanil +125 g/l Fluopyram,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
JAGUAR MİCRO WP (İMAL),%25 Tebuconazole,WP (Islanabilir Toz),6
COMİTY (İTHAL),500 g/l Metam Sodium,SL (Suda Çözünen Konsantre),6
OCUPADO (İMAL),800 g/l Mineral Yağ,EC (Emülsiye Olabilen Konsantre),6
ALGUNAS (İTHAL),50 g/l Fenpyroximate,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
VAVRIN 050 CS (İTHAL),50 g/l Lambda-cyhalothrin,CS (Kapsül Süspansiyon),6
CURLİNE (İMAL),200 g/l Cyflumetofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
EFDAL KATTA SC (İMAL),200 g/l Cyflumetofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
PAYDOS (İMAL),75 g/l Fluxapyroxad + 50 g/l Difenoconazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CONATUS (İMAL),%80 Folpet,WG (Suda Dağılabilen Granül),6
AGROFARM KLİNG 063 SC (İMAL),45 g/l Chlorantraniliprole + 18 g/l Abamectin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
TARTAN 48 EC (İMAL),480 g/l Clomazone,EC (Emülsiye Olabilen Konsantre),6
CHIRAG 20 SC (İTHAL),200 g/l Chlorantraniliprole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
FRSBOZOK (İMAL),40 g/l Nicosulfuron,OD (Yağda Dağılabilen),6
FULLBACK (İMAL),296 g/l Azoxystrobin + 218 g/l Flutriafol,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
INNOGARD (İMAL),296 g/l Azoxystrobin + 218 g/l Flutriafol,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
THUMPER (İTHAL),%50 Metalik bakıra eşdeğer bakır oksiklorid,WP (Islanabilir Toz),6
ARMICIDE (İTHAL),%5 Emamectin benzoate,SG (Suda Çözünen Granül),6
PARIKH DISPERSE (İTHAL),%20 Metalik bakıra eşdeğer bordo bulamacı,"WG ""Sadece bakırlı preparatlar"" (Suda Dağılabilen Granül)",6
EFDAL FOSALİN 80 WG (İMAL),%80 Fosetyl-Al,WG (Suda Dağılabilen Granül),6
RİSPETTO EC 425 (İMAL),224 g/l Spiroxamine + 148 g/l Tebuconazole + 53 g/l Prothioconazole,EC (Emülsiye Olabilen Konsantre),6
SYMETRIN (İMAL),224 g/l Spiroxamine + 148 g/l Tebuconazole + 53 g/l Prothioconazole,EC (Emülsiye Olabilen Konsantre),6
KEANU (İTHAL),%80 Kükürt,WG (Suda Dağılabilen Granül),6
BELMINA (İMAL),"75 g/l Fluroxypyr- meptyl + 30 g/l Pinoxaden + 1,75 g/l Florasulam + 7,5 g/l Cloquintocet-mexyl (safener)",EC (Emülsiye Olabilen Konsantre),6
BİXİBİTE 063 SC (İMAL),45 g/l Chlorantraniliprole + 18 g/l Abamectin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
METOT 70 WP (İTHAL),%70 Metribuzin,WP (Islanabilir Toz),6
SHENZI 200 SC (İTHAL),200 g/l Chlorantraniliprole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
EFDAL TÖTEN EC (İMAL),480 g/l Clomazone,EC (Emülsiye Olabilen Konsantre),6
GALYO 75 WG (İMAL),%75 Halosulfuron-methyl,WG (Suda Dağılabilen Granül),6
LORYNTHOR (İMAL),50 g/l Lambda-cyhalothrin,CS (Kapsül Süspansiyon),6
RASSENE (İMAL),25 g/l Sodium s-Naphthaline Acetate + 3 g/l Sodium Para Nitrophenolate + 2 g/l Sodium Ortho Nitrophenolate + 1 g/l Sodium Penta Nitroguaiacolate,SL (Suda Çözünen Konsantre),6
LABİDAL (İMAL),100 g/l Lambda-cyhalothrin + 100 g/l Lufenuron,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
FELUTEN 222 SC (İMAL),222 g/l Flubendiamide,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
AGROFARM VICTOR (İMAL),400 g/l Fluopyram,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
LİANGO 20 SC (İMAL),200 g/l Cyflumetofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ELİMİNATE 35 WG (İMAL),%35 Chlorantraniliprole,WG (Suda Dağılabilen Granül),6
LOCSUFON (İTHAL),%85 Pyroxasulfone,WG (Suda Dağılabilen Granül),6
DRONNE (İMAL),375 g/l Fluazinam + 150 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SCENICGOLD FS 350 (İTHAL),200 g/l Fluopicolide + 150 g/l Fluoxastrobin,FS (Tohum İlaçlaması İçin Akıcı Konsantre),6
KİNG'S BLESSİNG (İTHAL),%35 Chlorantraniliprole,WG (Suda Dağılabilen Granül),6
TRANSIT (İMAL),500 g/l 8- Hydroxyquinoline sulphate,SL (Suda Çözünen Konsantre),6
LORD 480 EC (İMAL),480 g/l Clomazone,EC (Emülsiye Olabilen Konsantre),6
BEASİMUS (İMAL),75 g/l Mesotrione + 30 g/l Nicosulfuron,OD (Yağda Dağılabilen),6
PERLAN 2X (İTHAL),"37 g/l Gibberellin A4/A7 + 37,6 g/l 6- Benzyladenine",SL (Suda Çözünen Konsantre),6
AGROFARM KAYI (İMAL),300 g/l Aclonifen + 20 g/l İmazamox,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ALTIUM 440 EW (İMAL),440 g/l Malathion,"EW (Emülsiyon, Suda Yağ)",6
EMBAN 50 WP (İTHAL),%50 Captan,WP (Islanabilir Toz),6
SPILOS (İMAL),375 g/l Fluazinam + 150 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ROYMİX 525 SC (İMAL),375 g/l Fluazinam + 150 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ALGAFER (İMAL),44 g/l Tembotrione + 22 g/l Isoxadifen-ethyl (safener),OD (Yağda Dağılabilen),6
EFDAL POINT 500 SC (İMAL),350 g/l Metamitron + 150 g/l Ethofumesate,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SİND WG (İTHAL),"%25,2 Boscalid + %12,8 Pyraclostrobin",WG (Suda Dağılabilen Granül),6
NATOLİN WG (İMAL),%55 Metiram + %5 Pyraclostrobin,WG (Suda Dağılabilen Granül),6
SAFA VİVA (İMAL),% 68 Thifensulfuron-methyl + % 7 Metsulfuron- methyl,WG (Suda Dağılabilen Granül),6
CUMANS (İMAL),375 g/l Fluazinam + 150 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
FENETRİN 30 EC (İTHAL),300 g/l Bromuconazole,EC (Emülsiye Olabilen Konsantre),6
FELUTEN 20 WG (İMAL),%20 Flubendiamide,WG (Suda Dağılabilen Granül),6
SANDERO (İMAL),"65,82 g/l Metalik bakıra eşdeğer bakır sülfat",SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SAFA PERİFEL (İMAL),400 g/l Fluopyram,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
KİNG'S TİARA (İTHAL),%75 Tribenuron-methyl,WG (Suda Dağılabilen Granül),6
EQUUS (İMAL),500 g/l Metrafenone,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ATEXA (İMAL),310 g/l Pyrimethanil + 95 g/l Trifloxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
VULPECU 500 SC (İMAL),500 g/l Metrafenone,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
OVERDO SC (İMAL),500 g/l Fluometuron,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CORPORAL 80 EC (İMAL),800 g/l Prosulfocarb,EC (Emülsiye Olabilen Konsantre),6
HYPNOSE 05 WG (İMAL),%5 Emamectin benzoate,WG (Suda Dağılabilen Granül),6
BARCİNO (İMAL),200 g/l Cyflumetofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
TAVIRA 200 SC (İMAL),200 g/l Chlorantraniliprole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SAFA LUCENS (İMAL),%40 Metalik bakıra eşdeğer tribazik bakır sülfat,WG (Suda Dağılabilen Granül),6
FRESO (İMAL),500 g/l Metrafenone,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
MARGOT 400 SC (İMAL),200 g/l Fluopyram + 200 g/l Tebuconazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ORİZA (İMAL),250 g/l Piperonly Butoxide + 25 g/l Deltamethrin,EC (Emülsiye Olabilen Konsantre),6
EFDAL DUMAN 80 WG (İMAL),%80 Captan,WG (Suda Dağılabilen Granül),6
KİNG'S SONATA (İTHAL),"%30 Cymoxanil + %22,5 Famoxadone",WG (Suda Dağılabilen Granül),6
RONIRA WG (İMAL),"%66,7 Fosetyl-Al + %4,44 Fluopicolide",WG (Suda Dağılabilen Granül),6
SORASOL (İMAL),"228,6 g/l Spiromesifen + 11,4 g/l Abamectin",SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CENDER 65 (İTHAL),650 g/l Malathion,EC (Emülsiye Olabilen Konsantre),6
EMFODOR (İTHAL),240 g/l Spirodiclofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
TONYUKUK (İMAL),480 g/l Metamitron + 66 g/l Ethofumesate + 42 g/l Phenmedipham,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CHOPPER 25 SG (İMAL),%25 Rimsulfuron,SG (Suda Çözünen Granül),6
ANDROMEDA OD (İMAL),36 g/l Abamectin,OD (Yağda Dağılabilen),6
GALEBE SC (İMAL),136 g/l Metalik bakıra eşdeğer bakır hidroksit + 136 g/l Metalik bakıra eşdeğer bakır oksiklorid,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
EFDAL TOTEMO (İMAL),200 g/l Proquinazid,EC (Emülsiye Olabilen Konsantre),6
MAZELİX (İTHAL),400 g/l Pethoxamid + 24 g/l Clomazone,EC (Emülsiye Olabilen Konsantre),6
SHUMO (İTHAL),40 g/l Imazamox,SL (Suda Çözünen Konsantre),6
SAFA SAPHIRE (İMAL),"% 56,2 Dicamba sodyum tuzu (%51,04 Dicamba asite eşdeğer) + % 6,25 Nicosulfuron + % 3,13 Rimsulfuron + % 3,13 Isoxadifen-ethyl (safener)",SG (Suda Çözünen Granül),6
UFENS 66 OD (İMAL),44 g/l Tembotrione + 22 g/l Isoxadifen-ethyl (safener),OD (Yağda Dağılabilen),6
SENTAUR (İMAL),200 g/l Tebuconazole + 120 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
MİTİO (İMAL),"360 g/l 2,4-D Asit (543 g/l 2,4-D EHE eşdeğer) + 90 g/l Fluroxypyr (129 g/l Fluroxypyr meptyl'e eşdeğer)",EC (Emülsiye Olabilen Konsantre),6
SAFA BOUTIQUE (İMAL),%85 Pyroxasulfone,WG (Suda Dağılabilen Granül),6
EFDAL SMYNA 200 SL (İMAL),200 g/l Glufosinate-ammonium tuzu,SL (Suda Çözünen Konsantre),6
AGATA 465 SC (İMAL),225 g/l Isoxaflutole + 90 g/l Thiencarbazone-methyl + 150 g/l Cyprosulfamide (safener),SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SAFA DEFIANCE 35 DS (İMAL),%35 Metalaxyl,DS (Kuru Tohum İlacı),6
EFDAL PANTRİN EC (İMAL),800 g/l Prosulfocarb + 80 g/l Metribuzin,EC (Emülsiye Olabilen Konsantre),6
SONBU (İMAL),"%3,3 1-Methylcyclopropene",VP (Gaz Neşreden İlaç),6
SAFA SPARTAN 500 WG (İMAL),%50 Sulfoxaflor,WG (Suda Dağılabilen Granül),6
KİNG' GROZA (İTHAL),100 g/l Pyriproxyfen,EC (Emülsiye Olabilen Konsantre),6
ANDROMEDA SC (İMAL),84 g/l Abamectin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CORİSCO 063 SC (İMAL),45 g/l Chlorantraniliprole + 18 g/l Abamectin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CLEAR OUT SL (İMAL),240 g/l Glyphosate Isopropylamin Tuzu,SL (Suda Çözünen Konsantre),6
DADALUS 550 SC (İMAL),500 g/l Diflufenican + 50 g/l Florasulam,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
TUXEDO (İMAL),45 g/l Chlorantraniliprole + 18 g/l Abamectin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CONSPİCUO (İTHAL),"%26,7 Boscalid + %6,7 Pyraclostrobin",WG (Suda Dağılabilen Granül),6
TEENCROP (İMAL),%25 Tebuconazole,WP (Islanabilir Toz),6
ROSİER 450 EC (İMAL),450 g/l Prochloraz,EC (Emülsiye Olabilen Konsantre),6
ROYCUB SC (İMAL),375 g/l Pyrimethanil +125 g/l Fluopyram,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ENTUSH (İMAL),375 g/l Pyrimethanil +125 g/l Fluopyram,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ARTUREX (İMAL),200 g/l Tebuconazole + 120 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CROPEXA (İMAL),%70 Dithianon,WG (Suda Dağılabilen Granül),6
NETLOGRIN (İMAL),18 g/l Abamectin,EC (Emülsiye Olabilen Konsantre),6
VERRUNT (İMAL),400 g/l Fluopyram,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
DEROSAN (İMAL),%80 Fosetyl-Al,WG (Suda Dağılabilen Granül),6
MORTELLO 400 SC (İMAL),400 g/l Fluopyram,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
VELOCOP (İMAL),"361,1 g/l Metalik bakıra eşdeğer bakır hidroksit",SC (Akıcı Konsantre/Süspansiyon Konsantre),6
MİMOSA (İMAL),%20 Pyridaben,WP (Islanabilir Toz),6
EFDAL CAMPO 376 SC (İMAL),326 g/l Terbuthylazine + 50 g/l Mesotrione,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SONAR 170 FS (İMAL),150 g/l Prothioconazole + 20 g/l Tebuconazole,FS (Tohum İlaçlaması İçin Akıcı Konsantre),6
STARLINK 170 FS (İMAL),150 g/l Prothioconazole + 20 g/l Tebuconazole,FS (Tohum İlaçlaması İçin Akıcı Konsantre),6
SHEBİLL 60 FS (İTHAL),60 g/l Tebuconazole,FS (Tohum İlaçlaması İçin Akıcı Konsantre),6
JOCKEY 5.7 SG (İMAL),% 5.7 Emamectin benzoate,SG (Suda Çözünen Granül),6
ORTOCIL (İTHAL),100 g/l 2-Phenylphenol,EC (Emülsiye Olabilen Konsantre),6
TİTLEKEY (İTHAL),100 g/l Penconazole,EC (Emülsiye Olabilen Konsantre),6
CHIMET 18 EC (İTHAL),18 g/l Abamectin,EC (Emülsiye Olabilen Konsantre),6
CHEEKYTAILS 50 CS (İMAL),50 g/l Lambda-cyhalothrin,CS (Kapsül Süspansiyon),6
PRULANT 156 SC (İMAL),156 g/l Acequinocyl,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
VENACO 1.8 EC (İMAL),18 g/l Abamectin,EC (Emülsiye Olabilen Konsantre),6
BURTZOL (İTHAL),"18,8 g/l 6-Benzyladenine + 18,5 g/l Gibberellin A4/A7",SL (Suda Çözünen Konsantre),6
SETH 24 EC (İMAL),240 g/l Carfentrazone-ethyl,EC (Emülsiye Olabilen Konsantre),6
FACILE (İMAL),500 g/l İndaziflam,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BEASGRIA (İMAL),44 g/l Tembotrione + 22 g/l Isoxadifen-ethyl (safener),OD (Yağda Dağılabilen),6
TİNO (İTHAL),400 g/l Propamocarb-hydrochloride + 50 g/l Cymoxanil,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
EFDAL BENE 400 SC (İMAL),400 g/l Propyzamide,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
MANECRON (İMAL),150 g/l Pyraclostrobin+ 75 g/l Fluxapyroxad,EC (Emülsiye Olabilen Konsantre),6
SECTOJEN 35 WG (İMAL),%35 Chlorantraniliprole,WG (Suda Dağılabilen Granül),6
ROYAYRİS (İMAL),500 g/l Fluometuron,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
POLYWEED (İTHAL),%85 Pyroxasulfone,WG (Suda Dağılabilen Granül),6
MASTERGRAN (İTHAL),%70 Dithianon,WG (Suda Dağılabilen Granül),6
PAYAKAN (İMAL),250 g/l Dithianon + 250 g/l Pyrimethanil,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
EXITUS (İMAL),100 g/l Cycloxydim,EC (Emülsiye Olabilen Konsantre),6
STÜRMER 250 EC (İMAL),250 g/l Difenoconazole,EC (Emülsiye Olabilen Konsantre),6
TİCKETS (İMAL),250 g/l Bupirimate,EC (Emülsiye Olabilen Konsantre),6
DECLERE 156 SC (İMAL),156 g/l Acequinocyl,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
TEZCONAL 20 SC (İMAL),20 g/l Abamectin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BERKUT WG (İMAL),"%25,2 Boscalid + %12,8 Pyraclostrobin",WG (Suda Dağılabilen Granül),6
BOFOR 500 SC (İMAL),500 g/l Fluazinam,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ROBIGO 20 SC (İMAL),20 g/l Abamectin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SIMPELL (İTHAL),480 g/l Spinosad,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ROYFOX 20 SC (İMAL),200 g/l Cyflumetofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
FRACTAL SC (İMAL),375 g/l Fluazinam + 150 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ROYBEST 63 SC (İMAL),45 g/l Chlorantraniliprole + 18 g/l Abamectin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
PAPYRUS (İMAL),400 g/l Propamocarb-hydrochloride + 50 g/l Cymoxanil,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
TURNA (İMAL),100 g/l Penconazole,EC (Emülsiye Olabilen Konsantre),6
ANTIOPE (İTHAL),%80 Fosetyl-Al,WG (Suda Dağılabilen Granül),6
ROYGAM (İMAL),250 g/l Mandipropamid,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
PROTEBUZ EW (İTHAL),267 g/l Prochloraz + 133 g/l Tebuconazole,"EW (Emülsiyon, Suda Yağ)",6
AGROGURU SC (İMAL),136 g/l Metalik bakıra eşdeğer bakır hidroksit + 136 g/l Metalik bakıra eşdeğer bakır oksiklorid,SC (Sadece bakırlı preparatlar) ( (Akıcı Konsantre/Süspansiyon Konsantre)),6
REVANCHA (İMAL),%50 Formetanate hydrochloride,SP (Suda Çözünen Toz),6
FLOWEND 50 WG (İTHAL),%50 Flonicamid,WG (Suda Dağılabilen Granül),6
MARİTUS (İMAL),"%66,7 Fosetyl-Al + %4,44 Fluopicolide",WG (Suda Dağılabilen Granül),6
ROYTAİ 150 ZEC (İMAL),100 g/l Chlorantraniliprole + 50 g/l Lambda-cyhalothrin,ZC (CS ve SC Formülasyonlarının Karışımı),6
KADNEZAR (İMAL),250 g/l Cypermethrin,EC (Emülsiye Olabilen Konsantre),6
PATRİCK 700 SC (İMAL),700 g/l Metamitron,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SCHONIL SEED (İTHAL),25 g/l Fludioxonil + 10 g/l Metalaxyl-m,FS (Tohum İlaçlaması İçin Akıcı Konsantre),6
ACOUSTICA 035 FS (İMAL),25 g/l Fludioxonil + 10 g/l Metalaxyl-m,FS (Tohum İlaçlaması İçin Akıcı Konsantre),6
ACRATOS (İTHAL),300 g/l Pyrimethanil,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ALBİSON (İMAL),75 g/l Fluxapyroxad + 50 g/l Difenoconazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
MONOCEROS 405 SC (İMAL),310 g/l Pyrimethanil + 95 g/l Trifloxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BARN (İTHAL),%56 Aluminium phosphide,TB (Tablet),6
LARVOLİ 25 WP (İMAL),%25 Malathion,WP (Islanabilir Toz),6
MIXPARTNER 500 SC (İMAL),350 g/l Metamitron + 150 g/l Ethofumesate,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
EFDAL TAKANE 063 SC (İMAL),45 g/l Chlorantraniliprole + 18 g/l Abamectin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
DOGAMITE 200 SC (İMAL),200 g/l Cyflumetofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BATANA 200 SC (İMAL),200 g/l Cyflumetofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
AUXBORD (İMAL),124 g/l Metalik bakıra eşdeğer bordo bulamacı,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
PASKILL (İTHAL),500 g/l Imazalil,EC (Emülsiye Olabilen Konsantre),6
METAFER 20 SC (İMAL),200 g/l Cyflumetofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
COBRABİTE (İMAL),%20 Pyridaben,WP (Islanabilir Toz),6
COMMANDATE (İMAL),125 g/l Azoxystrobin + 125 g/l Difenoconazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
KENDRAS (İMAL),"452,42 g/l 2,4-D 2-Ethylhexyl ester + 6,25 g/l Florasulam",SE (Suspo-Emülsiyon),6
